CustomerID,Recency,Frequency,Monetary,Cluster
13373,61,6,7587.1900000000005,0
13374,415,2,422.8,2
13375,89,2,1792.23,3
13376,99,3,1019.76,3
13377,397,2,1552.88,2
13379,26,3,572.56,1
13380,433,1,62.4,2
13381,32,12,8224.37,0
13382,281,5,1387.58,3
13383,544,1,305.28000000000003,2
13384,31,11,6680.83,0
13385,330,1,534.57,2
13386,414,2,835.46,2
13387,417,1,189.44,2
13388,131,3,1185.65,3
13389,11,3,797.96,3
13390,75,1,544.08,1
13391,204,1,59.8,1
13392,677,1,91.14,2
13393,584,4,1131.45,2
13394,2,19,6621.7,0
13395,185,3,1180.23,3
13396,29,2,1360.99,3
13397,73,10,3191.87,0
13398,192,2,670.34,1
13399,464,3,275.4,2
13400,583,1,310.83,2
13402,127,4,1535.13,3
13403,18,3,229.5,1
13404,1,2,252.49,1
13405,74,6,1213.811,3
13406,427,2,568.92,2
13407,579,3,2244.7,2
13410,24,9,2201.96,3
13411,107,1,213.55,1
13412,620,1,487.34999999999997,2
13413,640,6,429.44,2
13414,134,6,2494.14,3
13415,473,4,800.67,2
13416,44,3,940.8000000000001,3
13417,5,6,1669.49,3
13418,12,31,12233.6,0
13419,64,1,221.06,1
13420,150,2,159.85,1
13421,40,8,4103.12,0
13422,64,1,2626.3,3
13423,429,1,217.03,2
13424,450,1,572.77,2
13425,108,5,3403.63,3
13426,1,22,8167.38,0
13427,19,6,1006.53,3
13428,10,3,499.98,1
13429,11,4,1006.8,3
13430,19,2,679.45,1
13431,67,8,3316.24,0
13432,571,2,439.1,2
13433,501,4,658.3199999999999,2
13434,74,5,1666.8600000000001,3
13435,5,9,4475.2300000000005,0
13436,2,1,196.89,1
13437,14,7,3408.06,3
13438,547,1,46.5,2
13439,255,3,986.61,3
13440,423,7,1295.25,3
13441,92,2,720.9,1
13442,667,3,419.87,2
13443,449,6,1280.16,3
13444,374,2,631.6800000000001,2
13445,626,1,241.89999999999998,2
13446,430,11,3881.89,0
13447,23,3,1129.14,3
13448,17,13,9240.87,0
13449,24,1,291.88,1
13450,27,13,4120.04,0
13451,26,11,7190.92,0
13452,259,3,729.8,3
13453,166,3,781.6899999999999,3
13454,641,1,219.87,2
13455,25,6,2905.93,3
13456,18,6,1766.72,3
13457,689,2,148.22,2
13458,7,16,11959.27,0
13459,625,2,1160.4099999999999,2
13460,29,2,183.44,1
13461,39,6,4160.0,3
13462,253,5,1153.85,3
13464,58,6,3097.64,3
13465,446,2,931.12,2
13466,184,5,1013.35,3
13467,11,2,1083.71,3
13468,2,72,13390.51,0
13469,653,1,82.4,2
13470,99,2,165.0,1
13471,1,4,2531.58,3
13472,464,2,592.24,2
13473,61,8,2657.7599999999998,3
13474,236,3,663.79,3
13475,191,4,1431.78,3
13476,179,5,2061.4700000000003,3
13477,38,11,2834.17,0
13478,469,5,2215.78,3
13479,201,4,851.37,3
13480,417,2,627.82,2
13481,46,11,3830.84,0
13482,232,2,336.09,1
13483,66,1,140.34,1
13484,241,3,790.72,3
13485,233,11,3019.2200000000003,0
13486,78,3,1122.41,3
13487,58,5,846.87,3
13488,17,23,15587.88,0
13489,105,4,449.52,1
13490,654,1,154.25,2
13491,52,27,4566.56,0
13492,136,3,1269.84,3
13493,275,2,618.63,1
13494,312,1,316.26000000000005,2
13495,8,10,5374.26,0
13496,11,2,653.33,1
13497,283,6,1320.33,3
13498,730,1,327.38,2
13499,18,5,1159.11,3
13500,23,4,1466.3,3
13501,288,3,2885.11,3
13502,17,5,780.5,3
13503,71,6,1905.39,3
13504,64,1,295.93,1
13505,73,4,4393.63,3
13506,316,5,1639.2,3
13507,3,4,2479.16,3
13508,244,2,287.05,1
13509,9,8,1114.72,3
13510,1,11,4558.29,0
13511,677,1,282.76,2
13512,261,4,713.39,3
13513,127,3,824.59,3
13514,74,4,815.9000000000001,3
13515,73,6,1265.82,3
13516,21,4,1685.26,3
13517,60,3,2128.42,3
13518,86,1,659.4399999999999,1
13519,78,2,343.21,1
13520,59,11,6909.4,0
13521,1,3,1093.65,3
13522,30,1,125.80000000000001,1
13523,33,6,5101.52,3
13524,41,5,680.1800000000001,3
13525,15,2,628.78,1
13526,738,2,1182.0,2
13527,34,12,4683.74,0
13529,79,2,307.76,1
13530,634,1,402.97999999999996,2
13531,205,6,1738.52,3
13532,34,1,210.31,1
13533,183,3,270.79,1
13534,2,35,7720.9,0
13535,403,1,89.5,2
13536,1,7,3448.29,3
13537,426,2,717.85,2
13538,43,12,3112.73,0
13539,86,7,1569.3600000000001,3
13540,467,3,632.39,2
13541,427,2,785.25,2
13542,377,17,4006.17,0
13543,634,2,1439.6100000000001,2
13544,40,6,829.0,3
13545,391,2,374.64,2
13546,12,5,1092.14,3
13547,408,1,175.53,2
13548,96,3,908.99,3
13549,26,8,1005.8,3
13550,383,1,349.51,2
13551,319,2,244.2,2
13552,66,22,6978.92,0
13553,675,1,517.8,2
13554,380,7,1638.28,3
13555,74,13,8999.19,0
13556,429,2,200.82,2
13557,28,13,3032.26,0
13558,6,4,605.06,3
13559,513,2,990.0,2
13560,7,1,174.37,1
13561,216,11,1820.72,3
13562,82,8,4838.18,0
13563,84,2,777.53,1
13564,144,37,17249.55,0
13565,19,3,414.8,1
13566,41,5,1708.1200000000001,3
13567,428,4,1083.69,2
13568,173,1,192.85,1
13569,17,4,893.78,3
13570,243,1,239.49,1
13571,13,26,4546.54,0
13572,206,1,1384.25,1
13573,50,6,916.47,3
13574,411,1,421.25,2
13575,23,5,732.0699999999999,3
13576,10,28,11551.74,0
13577,25,11,3489.28,0
13578,409,1,147.66,2
13579,15,5,1539.04,3
13580,406,1,107.75,2
13581,309,2,280.53000000000003,2
13582,390,2,241.68,2
13583,156,2,1445.031,3
13584,307,3,392.45,2
13585,531,3,684.54,2
13586,541,1,131.53,2
13587,64,4,1673.5,3
13588,16,9,2478.95,0
13589,15,6,1120.74,3
13590,11,18,6349.59,0
13591,65,7,2093.94,3
13592,36,4,247.95999999999998,1
13593,108,14,5523.6900000000005,0
13594,53,2,533.32,1
13595,517,3,818.22,2
13596,6,2,697.04,1
13597,400,2,396.71,2
13598,47,5,789.59,3
13599,1,33,10167.630000000001,0
13600,312,2,518.42,2
13601,45,4,1185.14,3
13602,65,4,1025.17,3
13603,26,1,164.34,1
13604,659,1,717.62,2
13605,387,2,522.67,2
13606,29,3,280.53999999999996,1
13607,40,2,1078.31,3
13608,541,1,236.2,2
13609,593,1,167.35,2
13610,12,14,2175.88,0
13611,89,10,3319.53,0
13612,633,1,818.29,2
13613,453,5,1039.8500000000001,2
13614,24,6,2359.19,3
13615,319,8,6272.53,0
13616,568,2,288.1,2
13617,40,8,1278.75,3
13618,174,1,177.34,1
13619,545,2,231.69,2
13620,528,1,112.34,2
13621,117,1,213.85,1
13622,696,1,658.95,2
13623,31,10,2566.49,0
13624,388,1,462.08,2
13625,597,1,301.26,2
13626,253,2,707.04,1
13627,59,7,2245.9,3
13628,676,1,310.14,2
13629,23,19,13370.86,0
13630,5,7,2031.78,3
13631,100,11,3070.42,0
13632,25,8,3648.15,0
13634,33,16,5073.47,0
13635,68,4,2999.16,3
13636,37,5,949.12,3
13637,52,3,810.5,3
13638,16,1,122.64,1
13639,74,2,1346.27,3
13640,611,1,405.0,2
13641,641,5,1016.47,2
13642,216,4,514.72,3
13643,31,10,2156.77,0
13644,16,4,2624.26,3
13645,120,1,252.1,1
13646,400,2,326.25,2
13647,10,8,3071.68,0
13648,400,8,1764.02,3
13649,257,6,1678.88,3
13650,17,10,3288.0,0
13651,35,3,226.85,1
13652,46,5,2570.85,3
13653,488,1,152.2,2
13654,43,11,6308.0,0
13655,114,6,2280.51,3
13656,165,4,1078.85,3
13657,11,2,382.14,1
13658,10,9,6025.5,0
13659,206,12,4894.88,0
13660,400,1,314.59,2
13661,603,1,325.24,2
13662,86,11,2250.11,0
13663,179,5,2047.51,3
13665,386,3,1711.6599999999999,3
13666,60,5,127.89999999999999,1
13667,149,1,305.02,1
13668,3,35,13089.94,0
13669,51,3,413.55,1
13670,75,1,349.7,1
13671,395,1,194.95,2
13672,301,3,419.92,1
13673,19,2,396.92,1
13674,433,1,240.68,2
13675,151,2,486.82000000000005,1
13676,539,2,243.9,2
13677,405,2,556.1899999999999,2
13678,152,1,232.6,1
13679,494,3,281.26,2
13680,1,12,11435.67,0
13681,18,4,827.83,3
13682,187,1,59.5,1
13683,458,1,258.6,2
13684,286,4,596.98,3
13685,3,7,3119.44,3
13686,183,3,409.04,1
13687,438,1,11880.84,3
13688,635,1,375.5,2
13689,63,2,1259.5,3
13690,59,1,172.25,1
13691,396,1,212.78,2
13692,25,5,3114.4,3
13693,374,9,2011.82,3
13695,31,16,2770.73,0
13696,422,3,2020.4,3
13697,39,1,151.29999999999998,1
13698,597,2,465.53000000000003,2
13699,155,2,764.15,1
13700,26,13,2613.46,0
13701,447,1,161.0,2
13702,446,1,135.18,2
13703,318,2,425.56,2
13704,5,9,2308.06,0
13705,8,7,2035.33,3
13706,303,2,631.17,1
13707,267,5,3365.86,3
13708,271,1,296.88,1
13709,4,18,7591.75,0
13710,32,3,509.52,1
13711,219,9,1792.26,3
13712,247,2,766.42,1
13713,408,3,743.26,2
13714,465,1,161.35,2
13715,281,17,8483.29,0
13716,269,1,138.28,1
13717,32,8,1763.3,3
13718,246,2,306.55,1
13719,15,11,2815.25,0
13720,117,4,799.9,3
13721,36,2,741.54,1
13722,132,10,5635.41,0
13723,217,6,1209.2,3
13724,637,1,213.01,2
13725,50,8,1980.56,3
13726,39,2,1079.6599999999999,3
13727,29,8,1080.05,3
13728,37,16,2855.17,0
13729,436,3,724.73,2
13730,136,2,752.6,1
13731,219,2,610.59,1
13732,28,1,491.86,1
13733,411,2,487.03000000000003,2
13734,509,4,6701.640000000001,3
13735,25,13,9813.22,0
13736,5,7,2766.21,3
13737,200,1,339.59999999999997,1
13738,396,1,440.93,2
13739,18,2,292.2,1
13740,241,5,1597.77,3
13741,72,3,668.4300000000001,3
13742,17,12,3131.02,0
13743,3,7,1341.6,3
13744,95,2,1156.36,3
13745,162,2,777.36,1
13746,414,1,176.69,2
13747,374,2,249.39999999999998,2
13748,96,9,2268.35,3
13750,54,11,3602.1800000000003,0
13751,288,1,296.25,1
13752,124,7,1590.73,3
13753,288,4,2094.57,3
13754,152,3,447.05,1
13755,4,9,2161.35,3
13756,2,23,9207.5,0
13757,675,1,195.55,2
13758,12,15,9416.98,0
13759,33,2,659.4100000000001,1
13760,54,5,1363.6399999999999,3
13761,50,6,1952.17,3
13762,219,5,2472.48,3
13763,63,3,5217.4400000000005,3
13764,71,6,2953.26,3
13765,653,1,352.821,2
13766,495,1,190.35,2
13768,727,2,875.97,2
13769,2,20,5800.42,0
13770,422,4,785.37,2
13771,64,9,5728.82,0
13772,34,8,3114.22,0
13773,397,2,301.54,2
13774,82,1,345.0,1
13775,591,1,1049.66,2
13776,428,2,623.98,2
13778,103,4,1124.49,3
13779,516,1,161.13,2
13780,7,3,735.82,3
13781,251,3,778.83,3
13782,13,13,1793.72,0
13783,488,4,1542.09,2
13784,10,14,2910.23,0
13785,429,4,542.49,2
13786,367,6,3358.94,3
13787,76,6,1222.5,3
13788,505,1,3.75,2
13789,388,1,239.45999999999998,2
13790,4,1,348.8,1
13791,128,2,1516.0,3
13792,66,3,383.95,1
13793,647,1,96.0,2
13794,547,1,126.03,2
13795,388,4,836.3,2
13796,499,1,289.7,2
13797,437,3,1179.45,2
13799,117,9,2803.57,0
13800,310,3,1679.56,3
13801,67,1,324.8,1
13802,139,19,26259.11,0
13803,255,3,1338.91,3
13804,31,9,3208.52,0
13805,52,2,924.6,1
13806,64,1,256.38,1
13807,367,3,534.8,2
13808,6,5,1747.66,3
13809,305,3,679.7,3
13810,29,3,1499.01,3
13811,184,3,814.5,3
13812,42,3,539.0,1
13813,40,8,2765.47,3
13814,92,3,2257.32,3
13815,22,8,7475.74,0
13816,24,2,571.6700000000001,1
13817,29,2,382.98,1
13818,430,1,61.28,2
13819,302,6,2642.35,3
13820,418,3,660.65,2
13821,145,6,1410.73,3
13822,6,2,632.0,1
13823,19,7,3403.4500000000003,3
13824,33,12,3314.76,0
13825,622,2,255.59,2
13826,176,1,189.5,1
13827,58,3,412.05,1
13828,22,1,209.49,1
13829,421,1,102.0,2
13830,582,1,156.85000000000002,2
13831,16,18,7023.58,0
13832,19,2,613.6899999999999,1
13833,159,2,701.36,1
13834,577,2,324.19,2
13835,25,7,1095.27,3
13836,399,2,620.37,2
13837,212,2,271.24,1
13838,6,10,1966.09,0
13839,486,1,139.95000000000002,2
13840,416,1,651.4,2
13841,253,1,85.0,1
13842,59,18,5629.91,0
13843,381,1,319.75,2
13844,11,1,361.62,1
13845,65,1,312.98,1
13846,25,4,1307.79,3
13847,720,1,310.72,2
13848,92,8,3335.0,3
13849,52,5,3469.3,3
13850,129,1,1595.48,1
13851,96,8,4606.46,0
13852,611,1,187.35000000000002,2
13853,57,1,1090.14,1
13854,9,39,12253.96,0
13855,501,4,1310.3400000000001,2
13856,169,11,1142.03,3
13857,393,6,1001.01,3
13858,57,1,216.17,1
13859,326,2,515.86,2
13860,1,5,1245.9,3
13861,429,2,273.26,2
13862,18,9,2556.09,0
13863,248,4,1239.55,3
13864,387,1,662.4000000000001,2
13865,58,4,501.56,3
13866,74,1,145.67000000000002,1
13867,31,3,1015.29,3
13868,7,2,3192.54,3
13869,123,10,8111.57,0
13870,2,15,5712.08,0
13871,23,17,7885.85,0
13872,527,3,919.57,2
13873,120,8,1038.92,3
13874,358,7,2049.15,3
13875,54,14,4814.37,0
13876,64,1,122.7,1
13877,86,3,449.68,1
13878,55,4,2473.06,3
13879,646,1,395.5,2
13880,21,17,4391.66,0
13882,3,5,1191.13,3
13883,11,15,6560.02,0
13884,7,10,1888.48,0
13885,189,2,506.8,1
13886,71,1,243.56,1
13887,204,1,349.55,1
13888,120,7,2169.05,3
13889,93,6,1991.23,3
13890,1,14,2927.38,0
13891,378,3,863.5600000000001,2
13892,27,6,1267.6499999999999,3
13893,298,1,821.1,1
13894,24,3,564.62,1
13895,28,6,4008.52,3
13896,626,1,388.55,2
13897,50,3,1160.72,3
13898,326,2,686.4,2
13899,16,2,388.52,1
13900,183,6,1610.59,3
13901,72,15,5676.34,0
13903,400,1,165.45000000000002,2
13904,37,2,332.64,1
13905,733,1,312.65,2
13906,409,1,42.0,2
13907,692,1,136.8,2
13908,80,4,2369.55,3
13909,423,2,286.6,2
13911,57,20,4234.99,0
13912,424,1,124.95,2
13913,507,1,42.22,2
13914,12,2,626.45,1
13915,394,1,70.80000000000001,2
13916,464,4,1275.81,2
13917,50,2,272.04,1
13918,50,2,1212.8400000000001,3
13919,59,4,1360.68,3
13920,432,4,1774.68,3
13921,402,4,730.7,2
13922,352,3,865.2,2
13923,54,1,351.13,1
13924,2,6,1838.8500000000001,3
13925,93,4,678.25,3
13926,23,1,223.85000000000002,1
13927,75,2,708.26,1
13928,11,4,464.57,3
13929,169,11,3494.1,0
13930,58,2,337.34,1
13931,96,11,5257.38,0
13932,295,1,307.4,1
13933,109,2,608.7900000000001,1
13934,264,1,922.1,1
13935,597,3,6116.92,2
13936,180,3,939.66,3
13937,169,2,880.13,1
13938,35,1,71.66,1
13939,23,7,1560.96,3
13940,17,4,839.14,3
13941,22,15,11122.300000000001,0
13942,535,1,320.0,2
13943,578,1,246.54,2
13944,653,1,200.43,2
13945,395,2,854.15,2
13946,79,6,1876.23,3
13947,65,1,90.6,1
13948,361,4,548.76,2
13949,3,6,2427.32,3
13950,11,4,745.06,3
13951,176,3,674.45,3
13952,218,14,12823.521,0
13953,7,12,6640.68,0
13954,2,2,439.92,1
13955,154,3,545.17,1
13956,5,5,1026.42,3
13957,418,3,458.25,2
13958,380,8,4709.2300000000005,3
13959,79,6,1076.18,3
13960,21,2,230.22,1
13961,392,1,538.4,2
13962,22,3,362.8,1
13963,308,17,3011.87,0
13964,387,2,438.9,2
13965,477,3,996.61,2
13966,435,1,390.86,2
13967,146,2,166.3,1
13968,423,1,123.66,2
13969,7,35,13365.87,0
13970,386,2,846.55,2
13971,19,14,4667.57,0
13972,71,2,190.25,1
13973,287,1,264.7,1
13974,49,2,677.72,1
13975,31,12,5358.84,0
13976,207,4,1192.36,3
13977,411,1,519.8100000000001,2
13978,15,2,196.79000000000002,1
13979,73,7,3416.23,3
13980,60,5,799.92,3
13981,416,1,331.14,2
13982,39,9,4445.59,0
13983,30,21,7108.45,0
13984,27,12,2048.6,0
13985,4,22,10020.86,0
13986,17,1,320.46,1
13987,380,2,682.54,2
13988,20,8,4757.8,0
13989,66,5,2026.06,3
13990,213,1,311.3,1
13991,12,6,855.97,3
13992,30,3,219.5,1
13993,43,19,6775.71,0
13994,4,6,2313.14,3
13995,15,14,3902.01,0
13996,386,2,895.76,2
13997,519,3,382.31,2
13998,447,3,566.7,2
13999,10,29,9502.26,0
14000,211,5,2046.3400000000001,3
14001,46,9,4530.09,0
14002,134,2,529.73,1
14003,733,1,209.41,2
14004,43,11,6258.45,0
14005,10,5,2874.72,3
14006,116,7,2196.67,3
14007,513,1,79.48,2
14008,432,1,509.04,2
14009,198,3,1099.91,3
14010,565,2,445.15,2
14011,480,2,457.82,2
14012,278,1,328.8,1
14013,110,5,1084.57,3
14014,77,3,1948.21,3
14015,53,1,917.34,1
14016,162,11,11403.41,0
14017,571,1,229.75,2
14018,645,1,367.15000000000003,2
14019,47,3,1421.61,3
14020,17,4,1249.01,3
14021,155,7,1716.58,3
14022,225,2,792.15,1
14023,7,2,584.07,1
14024,122,3,645.74,3
14025,465,8,4057.9,3
14026,471,2,713.11,2
14027,61,1,104.82,1
14028,550,3,10396.5,3
14029,63,2,467.66,1
14030,18,20,8262.29,0
14032,2,16,4850.2699999999995,0
14033,555,1,109.44,2
14034,22,3,651.8199999999999,1
14035,29,9,2856.72,0
14036,285,1,626.65,1
14037,176,6,836.95,3
14038,78,5,3069.88,3
14039,33,2,267.28000000000003,1
14040,41,35,12645.57,0
14041,266,1,141.41,1
14042,725,1,431.98,2
14043,491,2,304.25,2
14044,27,10,3123.1,0
14045,109,16,11313.029999999999,0
14046,284,1,154.99,1
14047,9,14,4255.03,0
14048,305,3,748.69,3
14049,17,13,13239.03,0
14050,32,2,746.36,1
14051,1,37,22434.0,0
14052,20,2,480.81,1
14053,124,4,572.3,3
14054,65,1,92.46,1
14055,106,3,1520.96,3
14056,1,23,8214.65,0
14057,24,22,8408.84,0
14058,463,2,469.19,2
14059,267,1,183.6,1
14060,5,30,9519.08,0
14061,507,3,917.4300000000001,2
14062,10,24,25604.2,0
14063,438,9,22710.2,0
14064,29,15,3332.42,0
14065,389,3,891.02,2
14066,267,1,152.55,1
14067,64,2,374.7,1
14068,320,4,1528.3700000000001,3
14069,515,2,230.06,2
14070,685,1,326.55,2
14071,4,8,1438.82,3
14072,667,1,390.85,2
14073,32,1,151.04,1
14074,623,1,219.39999999999998,2
14075,5,6,1734.87,3
14076,129,1,122.47,1
14077,41,6,615.0799999999999,3
14078,102,9,1692.6299999999999,3
14079,125,2,618.73,1
14080,33,5,1115.68,3
14081,302,10,5370.1,0
14082,365,2,413.36,2
14083,4,11,1407.26,3
14084,512,1,150.5,2
14085,2,33,10104.97,0
14086,463,1,39.95,2
14087,3,3,846.22,3
14089,57,1,161.0,1
14090,325,1,76.32000000000001,2
14091,654,2,9530.08,2
14092,8,24,7229.45,0
14093,12,1,442.85,1
14094,440,1,335.22,2
14095,723,1,2.95,2
14097,481,2,422.85999999999996,2
14098,37,1,147.35,1
14099,16,20,5765.71,0
14100,138,1,194.9,1
14101,74,13,9961.93,0
14102,5,5,1360.28,3
14104,155,5,771.5799999999999,3
14105,239,5,5988.83,3
14106,737,1,214.79999999999998,2
14107,52,11,4877.3,0
14108,31,4,1044.96,3
14109,73,1,144.2,1
14110,4,33,12987.95,0
14111,14,4,692.85,3
14112,23,13,5834.59,0
14113,4,16,7092.610000000001,0
14114,274,7,1364.09,3
14115,502,2,622.6700000000001,2
14116,20,5,1382.74,3
14117,144,1,90.0,1
14118,429,1,458.45,2
14119,376,2,183.37,2
14121,4,4,2780.15,3
14122,406,3,362.42,2
14123,733,1,436.18,2
14124,84,1,419.58000000000004,1
14125,11,3,2740.43,3
14126,8,4,1172.46,3
14127,123,6,1900.0800000000002,3
14128,61,3,924.21,3
14129,2,9,2591.34,0
14130,319,4,1882.67,3
14131,649,1,187.87,2
14132,2,11,3586.0299999999997,0
14133,130,4,911.14,3
14134,383,15,11123.35,0
14135,2,24,9643.92,0
14136,401,5,1570.81,3
14137,696,1,332.7,2
14138,2,2,982.3800000000001,1
14139,46,4,1086.8,3
14140,4,2,935.05,1
14141,3,4,915.13,3
14142,373,2,983.15,2
14143,134,1,115.8,1
14144,486,1,30.599999999999998,2
14145,47,7,7600.05,0
14146,9,12,9450.3,0
14147,78,9,2590.2,0
14148,234,2,466.29,1
14149,221,1,446.62,1
14150,36,2,658.64,1
14151,673,2,679.45,2
14152,75,7,1997.3400000000001,3
14153,483,1,233.4,2
14154,239,8,6460.7,0
14155,266,1,118.75,1
14157,20,5,1002.78,3
14158,40,1,507.66,1
14159,20,20,7938.01,0
14160,610,7,8421.47,3
14161,216,7,3318.88,3
14162,174,2,289.36,1
14163,87,5,2594.62,3
14164,71,2,1631.77,3
14165,276,1,122.53999999999999,1
14166,505,2,256.85,2
14167,39,8,1296.49,3
14168,421,2,370.45,2
14169,431,2,624.4300000000001,2
14170,375,3,597.33,2
14171,98,2,498.79,1
14172,605,3,402.72,2
14173,11,6,586.0,3
14174,33,1,134.46,1
14175,60,8,7678.88,0
14176,297,5,916.01,3
14177,86,13,2229.34,0
14178,9,7,1620.93,3
14179,41,2,719.78,1
14180,11,33,6319.25,0
14181,411,2,310.55,2
14182,444,4,678.77,2
14183,411,2,286.29,2
14184,67,1,452.89,1
14185,331,1,197.65,2
14186,427,5,1550.63,3
14187,474,1,123.5,2
14188,31,6,2054.36,3
14189,2,16,5814.39,0
14190,666,1,79.9,2
14191,2,15,4817.66,0
14192,388,1,293.74,2
14193,68,3,1210.19,3
14194,5,36,18670.59,0
14195,202,6,2615.6,3
14196,107,1,335.52,1
14197,411,1,390.05,2
14198,18,9,1569.73,3
14199,218,4,1091.7,3
14200,617,1,379.2,2
14201,60,10,1193.54,3
14202,381,3,847.76,2
14203,397,1,339.34,2
14204,2,4,1062.96,3
14205,17,9,2414.2,0
14206,239,3,1185.01,3
14207,688,1,157.8,2
14208,95,2,567.05,1
14209,11,15,4993.27,0
14210,106,16,5861.52,0
14211,53,18,4402.29,0
14212,90,2,2190.14,3
14213,405,1,1192.2,2
14214,31,5,1004.38,3
14215,12,9,3416.33,0
14216,3,5,2150.04,3
14217,2,23,3416.89,0
14218,43,1,169.48000000000002,1
14219,4,3,633.83,1
14220,247,4,1515.0,3
14221,42,17,6517.49,0
14222,177,1,683.17,1
14223,92,3,991.13,3
14224,110,9,1897.9,3
14225,435,4,2037.02,3
14226,29,6,3002.53,3
14227,26,15,6368.71,0
14228,438,3,745.5,2
14229,52,7,2594.04,3
14230,436,3,979.8000000000001,2
14231,184,4,1235.6200000000001,3
14232,43,5,2048.07,3
14233,49,7,2904.27,3
14234,22,4,775.46,3
14235,75,9,4717.99,0
14236,81,5,1744.64,3
14237,373,2,632.14,2
14238,326,3,434.23,2
14239,43,21,4263.17,0
14240,30,3,1247.49,3
14241,184,2,333.70000000000005,1
14242,235,2,280.55,1
14243,9,17,7431.05,0
14244,661,1,366.41999999999996,2
14245,220,2,1693.45,3
14246,111,3,1474.06,3
14247,278,5,772.66,3
14248,318,3,1032.95,3
14249,411,12,5625.461,0
14250,7,3,1904.05,3
14251,2,5,2879.7000000000003,3
14252,381,1,350.99,2
14253,493,2,363.40000000000003,2
14254,433,1,601.03,2
14255,546,1,1000.63,2
14256,260,5,2473.9900000000002,3
14257,64,9,5954.45,0
14259,142,1,120.0,1
14260,471,3,824.28,2
14261,51,2,1163.45,3
14262,8,8,2618.23,3
14263,423,1,322.93,2
14264,155,6,1517.3600000000001,3
14265,109,4,1373.35,3
14266,428,1,40.56,2
14267,163,3,1516.24,3
14268,471,1,354.85,2
14269,439,1,295.73,2
14270,332,1,492.65000000000003,2
14271,226,2,219.13,1
14272,74,4,920.81,3
14273,51,4,559.97,3
14274,686,1,256.6,2
14275,396,6,1189.3799999999999,3
14276,99,7,2102.68,3
14277,15,9,17225.81,0
14278,410,1,205.83,2
14279,521,2,191.86,2
14280,197,1,134.04,1
14281,408,1,245.15,2
14282,3,25,7849.66,0
14283,463,4,628.4399999999999,2
14284,31,3,1299.65,3
14285,21,8,3284.42,0
14286,24,7,8479.76,0
14287,8,3,176.63,1
14288,213,1,426.6,1
14289,9,6,911.26,3
14290,11,8,4516.56,0
14291,2,23,7904.1,0
14292,8,16,9226.25,0
14293,3,9,3267.9300000000003,0
14294,407,1,375.34,2
14295,40,5,2362.91,3
14296,421,2,456.40000000000003,2
14297,18,4,1305.33,3
14299,8,27,14499.49,0
14300,19,1,43.2,1
14301,117,4,1992.18,3
14302,431,3,742.9000000000001,2
14303,407,2,277.94,2
14304,223,3,1725.01,3
14305,71,3,1858.96,3
14306,51,6,3151.4,3
14307,89,10,5071.03,0
14308,549,2,1147.02,2
14309,8,11,3780.81,0
14310,433,1,492.1,2
14311,243,2,516.45,1
14312,47,11,3090.29,0
14314,107,2,229.8,1
14315,45,8,3197.82,0
14316,422,5,1370.34,3
14317,65,1,508.58000000000004,1
14318,460,1,158.02,2
14319,424,1,494.85,2
14320,207,5,1346.75,3
14321,11,7,2218.06,3
14322,429,4,474.1,2
14323,115,2,605.0600000000001,1
14324,410,2,701.61,2
14325,570,1,245.48000000000002,2
14326,242,3,940.98,3
14327,163,6,1894.93,3
14328,438,1,445.05,2
14329,17,15,9927.22,0
14330,624,1,200.63,2
14331,124,2,462.65999999999997,1
14332,23,5,1943.51,3
14333,68,1,415.2,1
14334,17,12,4318.48,0
14335,16,2,468.26,1
14336,17,4,1614.91,3
14338,161,3,928.1,3
14339,243,2,620.27,1
14340,219,1,134.7,1
14341,45,18,4467.32,0
14342,21,6,918.44,3
14343,421,4,1088.91,2
14344,127,20,3333.7000000000003,0
14345,39,1,108.97999999999999,1
14346,121,5,2315.75,3
14347,737,1,82.6,2
14348,260,1,409.57,1
14349,10,1,133.5,1
14350,274,3,972.03,3
14351,165,1,51.0,1
14352,157,4,1078.96,3
14353,215,3,376.5,1
14354,6,2,163.62,1
14355,366,3,1014.45,2
14356,80,2,701.23,1
14357,43,1,225.77,1
14358,389,2,400.06,2
14359,19,3,912.18,3
14360,32,4,2128.23,3
14361,579,1,214.70999999999998,2
14362,22,1,161.2,1
14363,402,2,227.47000000000003,2
14364,109,8,3717.35,0
14365,395,2,634.68,2
14366,525,1,136.0,2
14367,8,16,9261.52,0
14368,320,1,155.0,2
14369,642,2,469.13,2
14370,451,6,1175.78,3
14371,295,1,100.5,1
14372,443,2,860.08,2
14373,358,1,76.55,2
14374,541,1,108.0,2
14375,185,3,1132.99,3
14376,683,1,215.46,2
14377,191,2,617.05,1
14378,622,1,131.25,2
14379,44,4,1268.91,3
14380,682,1,48.96,2
14381,52,2,631.34,1
14382,26,2,1246.8,3
14383,38,3,1247.69,3
14384,501,1,58.5,2
14385,9,3,202.11,1
14386,297,1,142.4,1
14387,33,3,1770.56,3
14388,10,16,6701.0,0
14389,65,5,1898.01,3
14390,10,13,6399.83,0
14391,577,1,135.6,2
14392,432,1,266.4,2
14393,218,1,67.95,1
14394,565,1,93.8,2
14395,2,20,8208.01,0
14396,65,7,2121.93,3
14397,3,19,2612.96,0
14398,401,2,707.79,2
14399,394,8,2113.16,3
14400,149,3,1732.47,3
14401,4,22,6795.9,0
